point_addr_hex,logical_name,rw,value_type,scale_divisor,units,min_raw,max_raw,enum_name,notes
0x109F,LowRHSetpoint,RW,scaled-int,10,percent relative humidity,100,900,,name=Low RH Setpoint; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x10A0,LowTempResetRHSetpoint,RW,scaled-int,10,fahrenheit,-400,150,,name=Low Temperature Reset RH Setpoint; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x10A1,HighTempResetRHSetpoint,RW,scaled-int,10,fahrenheit,200,550,,name=High Temperature Reset RH Setpoint; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x10A2,DamperPos,R,u16,,percent,0,100,,name=Damper Position; models=81|85; modelNames=VZ7200F5x00W|VZ7260F5x00W
0x10A3,BI1Config,RW,enum,1,,,,BI1ConfigEnum,offset=1; name=BI1 Config; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10A3,BI1Config,RW,enum,1,,,,BI1ConfigFcuZoningEnum,offset=1; name=BI1 Config; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x10A4,RUI1Config,RW,enum,1,,,,RUI1ConfigEnum,offset=1; name=RUI1 Config; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10A5,RBI2Config,RW,enum,1,,,,RBI2ConfigEnum,offset=1; name=RBI2 Config; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10A6,RUI1Status,R,bool,1,,,,,offset=-70; name=RUI1 Status; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10A7,RBI2Status,R,bool,,,,,,name=RBI2 Status; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10A9,HeatingCPH,RW,enum,1,,,,ThreeToEightCPHEnum,offset=-2; name=Heating CPH; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AA,CoolingCPH,RW,enum,1,,,,ThreeToEightCPHEnum,offset=-2; name=Cooling CPH; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AB,Heat NO/NC,RW,bool,,,,,,models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AC,CoolNO/NC,RW,bool,,,,,,name=Cool NO/NC; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AD,PulsedHeat,RW,enum,1,,,,PulsedHeatEnum,offset=1; name=Pulsed Heat; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AE,LowBattAlarm,R,bool,,,,,,name=Low Battery Alarm; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10AF,WirelessWindowSwitchUsed,R,bool,,,,,,name=Wireless Window Switch Used; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10B0,WirelessWindowSwitchStatus,R,bool,,,,,,name=Wireless Window Switch Status; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10B1,WirelessDoorSwitchUsed,R,bool,,,,,,name=Wireless Door Switch Used; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10B2,WirelessDoorSwitchStatus,R,bool,,,,,,name=Wireless Door Switch Status; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10B8,HeatDemandLimit,RW,u16,,percent,0,100,,name=Heating Demand Limit; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10B9,CoolDemandLimit,RW,u16,,percent,0,100,,name=Cooling Demand Limit; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10BA,PIHeatDemand,R,u16,,percent,0,100,,name=PI Heating Demand; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x10BB,PICoolDemand,R,u16,,percent,0,100,,name=PI Cooling Demand; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x10BD,DisableMinimumPosition,RW,bool,,,,,,name=Disable Minimum Position; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10BE,AI4Config,RW,enum,1,,,,AI4ConfigZoningEnum,offset=1; name=AI4 Config; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10BF,BO1BO2FloatingMotorTime,RW,enum,5,,,,FloatingMororTimingEnum,name=BO1 BO2 Floating Motor Time; models=83; modelNames=VZ7260C5x00W
0x10C0,BO3BO4FloatingMotorTime,RW,enum,5,,,,FloatingMororTimingEnum,name=BO3 BO4 Floating Motor Time; models=83; modelNames=VZ7260C5x00W
0x10C1,BO3BO4OutsideAirLockoutSetpoint,RW,scaled-int,10,fahrenheit,-400,1220,,name=BO3 BO4 Outside Air Lockout Setpoint; models=83; modelNames=VZ7260C5x00W
0x10C2,HeatingPerformance,R,scaled-int,10,fahrenheit,0,1000,,name=Heating Performance; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10C3,CoolingPerformance,R,scaled-int,10,fahrenheit,0,1000,,name=Cooling Performance; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10C4,RoomCO2Level,R,u16,,parts per million,0,2000,,name=Room CO2 Level; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10C5,TransferredCO2Value,R,u16,,parts per million,0,2000,,name=Transferred CO2 Value; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10C6,AI4Value,R,scaled-int,10,volt,0,100,,name=AI4 Value; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x10C7,BO3BO4LockStatus,R,bool,,,,,,name=BO3 BO4 Lock Status; models=83; modelNames=VZ7260C5x00W
0x10C8,SystemModeRTUZN,RW,enum,1,,,,SystemModeRtuEnum,offset=1; name=System Mode RTU Zoning; models=84|86|87; modelNames=VZ7656E1000W|VZ7656F1000W|VZ7656R1000W
0x10C9,StaticPressureControlType,RW,bool,1,,,,,offset=1; name=Static Pressure Control Type; models=82|84|86|87; modelNames=VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x10CA,SystemModeHPZN,RW,enum,1,,,,SystemModeHpEnum,offset=1; name=System Mode HP Zoning; models=82; modelNames=VZ7656H1000W
0x10CB,EmergencyHeatMode,RW,bool,1,,,,,offset=1; name=Emergency Heat Mode; models=82; modelNames=VZ7656H1000W
0x10CC,MinimumSupplyHeatSetpoint,RW,scaled-int,10,fahrenheit,500,720,,name=Minimum Supply Heat Setpoint; models=86; modelNames=VZ7656F1000W
0x10CD,SupplyHeatLockoutTemperature,RW,scaled-int,10,fahrenheit,-150,1200,,name=Supply Heat Lockout Temperature; models=86; modelNames=VZ7656F1000W
0x10CE,CO2ControlType,RW,enum,1,,,,CtrlTypeZoningEnum,offset=1; name=CO2 Control Type; models=87; modelNames=VZ7656E1000W
0x10D0,EconoMaxPos,RW,u16,,percent,0,100,,name=Economizer Maximum Position; models=23|24|87; modelNames=VT7606E5x00W|VT7656E5x00W|VZ7656E1000W
0x10D1,FreshAirMaxRange,RW,u16,,cubic feet per minute,0,20000,,name=Fresh Air Max Range; models=87; modelNames=VZ7656E1000W
0x10D2,MinFreshAir,RW,u16,,cubic feet per minute,0,20000,,name=Minimum Fresh Air; models=87; modelNames=VZ7656E1000W
0x10D3,MaxFreshAir,RW,u16,,cubic feet per minute,0,20000,,name=Maximum Fresh Air; models=87; modelNames=VZ7656E1000W
0x10D4,MinCO2Level,RW,u16,,parts per million,0,2000,,name=Minimum CO2 Level; models=87; modelNames=VZ7656E1000W
0x10D5,MaxCO2Level,RW,u16,,parts per million,0,2000,,name=Maximum CO2 Level; models=87; modelNames=VZ7656E1000W
0x10D6,AnalogHeatOutputStatus,R,u16,,percent,0,100,,name=Analog Heat Output Status; models=86; modelNames=VZ7656F1000W
0x10D7,SupplyPIHeatDemand,R,u16,,percent,0,100,,name=Supply PI Heat Demand; models=86; modelNames=VZ7656F1000W
0x10D8,FreshAirLevel,R,u16,,cubic feet per minute,0,20000,,name=Fresh Air Level; models=87; modelNames=VZ7656E1000W
0x10D9,FreshAirAlarm,R,bool,,,,,,name=Fresh Air Alarm; models=23|24|87; modelNames=VT7606E5x00W|VT7656E5x00W|VZ7656E1000W
0x10DA,CO2Level,R,u16,,parts per million,0,2000,,name=CO2 Level; models=87; modelNames=VZ7656E1000W
0x10DB,HighCO2Alarm,R,bool,,,,,,name=High CO2 Alarm; models=23|24|87; modelNames=VT7606E5x00W|VT7656E5x00W|VZ7656E1000W
0x10DC,HighestCO2ZoneMac,R,u16,,,0,254,,name=Highest CO2 Zone Mac; models=87; modelNames=VZ7656E1000W
0x10DD,SupplyHeatLockoutStatus,R,bool,,,,,,name=Supply Heat Lockout Status; models=86; modelNames=VZ7656F1000W
0x10DF,FanControl,RW,enum,1,,,,FanCtrlEnum,offset=1; name=Fan Control; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x10E0,RHDisplay,RW,bool,,,,,,name=RH Display; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E1,DehumRHSetpoint,RW,scaled-int,10,percent,300,950,,name=Dehumidification RH Setpoint; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E2,DehumHysteresis,RW,scaled-int,10,percent,20,200,,name=Dehumidification Hysteresis; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E3,DehumLowOALockout,RW,scaled-int,10,fahrenheit,-400,1220,,name=Dehumidification Low OA Lockout; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E4,DehumLockoutFunctions,RW,enum,,,,,DehumLockoutEnum,name=Dehumidification Lockout Functions; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E5,DehumOutputStatus,R,bool,,,,,,name=Dehumidification Output Status; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E6,WaterTemperature,R,scaled-int,10,fahrenheit,-400,1220,,name=Water Temperature; models=25|26; modelNames=VT7600W5x00W|VT7652W5x00W
0x10E7,EconoOutput,R,u16,,percent,0,100,,name=Economizer Output; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10E8,AI1Value,R,scaled-int,10,volt,0,100,,name=AI1 Value; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10E9,AnalogHeatOutputStatus,R,u16,,percent,0,100,,name=Analog Heat Output Status; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10EA,FreshAirLevel,R,u16,,cubic feet per minute,0,20000,,name=Fresh Air Level; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10EB,SupplyHeatLockoutStatus,R,bool,,,,,,name=Supply Heat Lockout Status; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10EC,CO2Level,R,u16,,parts per million,0,2000,,name=CO2 Level; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10ED,DisAirAlarm,R,bool,,,,,,name=Discharge Air Alarm; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10EE,HeatingStages,RW,enum,,,,,HeatingStagesEnum,name=Heating Stages; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10EF,FreshAirMaxRange,RW,u16,,cubic feet per minute,0,20000,,name=Fresh Air Max Range; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10F0,DischargeHighLimitSetpoint,RW,scaled-int,10,fahrenheit,700,1500,,name=Discharge High Limit Setpoint; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10F1,DischargeLowLimitSetpoint,RW,scaled-int,10,fahrenheit,350,650,,name=Discharge Low Limit Setpoint; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10F2,AI1Configuration,RW,bool,,,,,,name=AI1 Configuration; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10F3,MinimumSupplyHeatSetpoint,RW,scaled-int,10,fahrenheit,500,720,,name=Minimum Supply Heat Setpoint; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10F4,SupplyHeatLockoutTemperature,RW,scaled-int,10,fahrenheit,-150,1200,,name=Supply Heat Lockout Temperature; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10F5,SupplyPIHeatDemand,R,u16,,percent,0,100,,name=Supply PI Heat Demand; models=23|24|28|30; modelNames=VT7600F5x00W|VT7606E5x00W|VT7652F5x00W|VT7656E5x00W
0x10F6,MinFreshAir,RW,u16,,cubic feet per minute,0,20000,,name=Minimum Fresh Air; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10F7,MaxFreshAir,RW,u16,,cubic feet per minute,0,20000,,name=Maximum Fresh Air; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10F8,MinCO2Level,RW,u16,,parts per million,0,2000,,name=Minimum CO2 Level; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
0x10F9,MaxCO2Level,RW,u16,,parts per million,0,2000,,name=Maximum CO2 Level; models=23|24; modelNames=VT7606E5x00W|VT7656E5x00W
